file_path,dog,video,split
/Users/kingsley/Downloads/data/raw/Brindle_Pitbull_Bulletproof/video4/UC2BgCUp6zFMbnZrpwX0ZdEQ+N4bMH0dH3Is+00004+00001.wav,Brindle_Pitbull_Bulletproof,video4,test
/Users/kingsley/Downloads/data/raw/Brindle_Pitbull_Bulletproof/video4/UC2BgCUp6zFMbnZrpwX0ZdEQ+N4bMH0dH3Is+00004+00002.wav,Brindle_Pitbull_Bulletproof,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video1/UCbpwr6AHOCIfoi17NCj37Gw+Q5YTRkqlJr4+00000+00000.wav,Cheeky_Chis,video1,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video1/UCbpwr6AHOCIfoi17NCj37Gw+Q5YTRkqlJr4+00001+00000.wav,Cheeky_Chis,video1,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video1/UCbpwr6AHOCIfoi17NCj37Gw+Q5YTRkqlJr4+00002+00000.wav,Cheeky_Chis,video1,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video1/UCbpwr6AHOCIfoi17NCj37Gw+Q5YTRkqlJr4+00002+00001.wav,Cheeky_Chis,video1,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video1/UCbpwr6AHOCIfoi17NCj37Gw+Q5YTRkqlJr4+00002+00002.wav,Cheeky_Chis,video1,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00001+00000.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00001+00001.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00000.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00001.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00002.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00003.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00004.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00002+00005.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00004+00000.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00004+00001.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00004+00002.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00004+00003.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00013+00000.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video2/UCbpwr6AHOCIfoi17NCj37Gw+PgrEBFaOjFY+00014+00000.wav,Cheeky_Chis,video2,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00000+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00000+00001.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00000+00002.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00001+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00002+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00002+00001.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00003+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00004+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00004+00001.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00005+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00005+00001.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00006+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video3/UCbpwr6AHOCIfoi17NCj37Gw+7XpxZHKGLag+00007+00000.wav,Cheeky_Chis,video3,train
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00000+00000.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00002+00000.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00002+00001.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00002+00002.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00003+00000.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00003+00001.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00003+00002.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00004+00000.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00004+00001.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00004+00002.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00005+00000.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Cheeky_Chis/video4/UCbpwr6AHOCIfoi17NCj37Gw+uBn3CqxfVl0+00005+00001.wav,Cheeky_Chis,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00000+00000.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00000+00001.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00000+00002.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00001+00000.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00001+00001.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video1/UC4NeXbS4m565T0YPAMSHIFw+xHAh4V-YYhQ+00001+00002.wav,Chihuahua_s_name_is_Mugi,video1,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video2/UC4NeXbS4m565T0YPAMSHIFw+dmKjMyzcNLA+00000+00000.wav,Chihuahua_s_name_is_Mugi,video2,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video2/UC4NeXbS4m565T0YPAMSHIFw+dmKjMyzcNLA+00000+00001.wav,Chihuahua_s_name_is_Mugi,video2,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video2/UC4NeXbS4m565T0YPAMSHIFw+dmKjMyzcNLA+00001+00000.wav,Chihuahua_s_name_is_Mugi,video2,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video2/UC4NeXbS4m565T0YPAMSHIFw+dmKjMyzcNLA+00003+00000.wav,Chihuahua_s_name_is_Mugi,video2,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video2/UC4NeXbS4m565T0YPAMSHIFw+dmKjMyzcNLA+00003+00001.wav,Chihuahua_s_name_is_Mugi,video2,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00000+00000.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00001+00000.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00001+00001.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00001+00002.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00002+00000.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video3/UC4NeXbS4m565T0YPAMSHIFw+uHf4FZW_2p4+00002+00001.wav,Chihuahua_s_name_is_Mugi,video3,train
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00000+00000.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00000.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00001.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00002.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00003.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00004.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00001+00005.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Chihuahua_s_name_is_Mugi/video4/UC4NeXbS4m565T0YPAMSHIFw+pUSDDEoHmRE+00002+00000.wav,Chihuahua_s_name_is_Mugi,video4,test
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00000_00000.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00000_00001.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00000_00002.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00000_00003.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00000.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00001.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00002.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00003.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00004.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00005.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00006.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00007.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00008.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video1/7349941730646510894-00001_00009.wav,Codythebluenose,video1,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00000_00000.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00001_00000.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00002_00000.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00002_00001.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00002_00002.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video2/6880654404362439941-00002_00003.wav,Codythebluenose,video2,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00000_00000.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00000_00001.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00000_00002.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00001_00000.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00001_00001.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00002_00000.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video3/6992727765032176902-00002_00001.wav,Codythebluenose,video3,train
/Users/kingsley/Downloads/data/raw/Codythebluenose/video4/6990502810500533510-00000_00000.wav,Codythebluenose,video4,test
/Users/kingsley/Downloads/data/raw/Codythebluenose/video4/6990502810500533510-00001_00000.wav,Codythebluenose,video4,test
/Users/kingsley/Downloads/data/raw/Codythebluenose/video4/6990502810500533510-00001_00001.wav,Codythebluenose,video4,test
/Users/kingsley/Downloads/data/raw/Codythebluenose/video4/6990502810500533510-00002_00000.wav,Codythebluenose,video4,test
/Users/kingsley/Downloads/data/raw/Codythebluenose/video4/6990502810500533510-00002_00001.wav,Codythebluenose,video4,test
/Users/kingsley/Downloads/data/raw/Emmythelab/video1/UCzD9RAbtDouz5k6HKz1SVsg+O_u5QHz7xfM+00002+00000.wav,Emmythelab,video1,train
/Users/kingsley/Downloads/data/raw/Emmythelab/video1/UCzD9RAbtDouz5k6HKz1SVsg+O_u5QHz7xfM+00004+00000.wav,Emmythelab,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00000+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00001+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00003+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00004+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00005+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00005+00001.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00006+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00006+00001.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00007+00000.wav,Fanny_chihuahua_TV,video1,train
/Users/kingsley/Downloads/data/raw/Fanny_chihuahua_TV/video1/UCTCf-0LoGhmIPi8DutoqOvA+O1bIs5rYXEA+00008+00000.wav,Fanny_chihuahua_TV,video1,train
